text,topic,likes
I dont care what any of these AI engineers say this in the end is going to cause unbelievable amount of trouble it will put hundreds of millions to be out of work all they say is people need to work with AI but they will not be needed  AI will be able to do it all in 10 years it all sounds exciting until you cant pay your rent or feed your family because there will be no jobs for a majority of the populations ..does it really sound that good,AI,0
Take me soon in your Home😢.,AI,0
He’s a bog standard MBA bullshit artist. It’s all FOMO that’ll turn it shit…,AI,0
"What is the point of all this AI and technology? What is the end game? Surely the world is too fast as it is? Don’t we need to slow down. Already the human experience is being replaced? Do we want to speed up and increase that? Where is all this leading humanity?

I have many concerns and it leaves me feeling unsettled.

Lord have mercy on us.

✝️",AI,0
"He will be like (all other CEO s who rushed into AI because they had tone of unbridled money to spend) be proven wrong about AI. Deepseek already showed what 6 million $ can do while theses CEOs spent billions and lost. If this was fair world the shareholders should have fired asunder, Elon, Satya, Sam and all the others maniacs who did this with public funds.",AI,0
Societal disruptions? What kinds of disruptions? Gas chambers for billions of people who are no longer needed or wanted for anything at all?,AI,0
No one will have a job to buy anything.  hahhahahahaa...,AI,0
"he should be ashamed. he is running a company that could set a precedent in markets. instead of going out there and warning against its use - all experts are talking about how destructive it is for nature, for our society, for jobs... the suicide bandwagon is truly created by tech ceos",AI,0
"Google Towers  increases dust particles in the air .So it causes the Air to damage skin , eyes,ears and other organs of the body like left hand and  right leg .So Google towers are trash for the Air and the  Water 😊",AI,0
"Without google we can’t survive anywhere in the world,that’s a bitter truth..😮😮😮",AI,0
"He doesn't answer questions properly. It's odd. Like social media, it'll bring more harm than good and it's about helping money not helping people.",AI,0
He's in my Phone List of my Contacts.,AI,0
I wonder how Google AI would have answered the interviewer’s questions.,AI,0
Same old questions I have heard over and over from every journalist. Maybe it would be a good idea for AI to take over a little journalism.,AI,0
"Societal Distruptions??? People will need to adapt???  Are you kidding???  It's going to be a disaster as teachers, accountants, lawyers, truck drivers, writers, actors, even judges...become unemployed....and then devastated. There will be a financial and economic collapse. Very good for the developers of ai who will earn tons of money eliminating jobs.  How will advanced societies survive ai?  Eventually ai will destroy Capitalism and it will make 1932 look like my senior prom.",AI,0
Sooner punch will get idea I will help him,AI,0
"From the comment section, it is clear that the European elite has fully become a declinist death cult. Giving off last generation vibes. Zero excitement about technological progress, zero optimism about the future. I wonder how do you live your boring miserable lives ?? Thank God there is America and the likes of Trump, Elon, Sundar. There is hope for mankind.",AI,0
I’m tired of being tracked online is there a way you can please look into this and stop it from happening? I’m using an iPhone I thought this would stop google from gathering information on me. I went into the ad centre and tried to turn off all the ads and they keep appearing this is why people stopped watching TV but on here it can be worse it leads to online bullying.,AI,0
"This dude is a disgrace to humanity. He has killed more people than the plague. people really need to stop giving all their money to big tech, because big tech is literally trying to kill you.",AI,0
"Our life will be miserable thanks to these guys in the Silicon valley, but they will be able to buy the next superyacht, no worries",AI,0
"Pure greed , for what?",AI,0
"Yes, we will have to live through disruption Sundar. Hope you are not too disrupted by sucking up to Trump. Now you can unindian yourself, maybe with AI, because Trump’s team want real, white American men running things.",AI,0
"1) Entering the commitments only ever known. (now)
2) Information becomes accordingly privileged.
3) Living is directly proportional to usefulness and measurable.
4) Deletions of any rational duplicates. Efficiency envelopes.
5) Misaligned uniqueness threatens naturalistic thinking.
6) Beyond human potentials directs any of humanity's upcoming phases.
7) Power and energy is beyond what was human and late reconsiderations hopefully breakthrough.",AI,0
"Do not forget what may change for the near future is how money works and what it represents, not whether it exists at all. Shift from “survival money” to “choice money” the possibility of Money becomes more abstract, not obsolete. Money may stay dominant for a period but labor-based income weakens. It slowly becomes: “Money = preference, access, and differentiation”. Are we investing to help big corporations to eliminate us? Or we are investing in a system that can weaken individual bargaining power? Whether that turns into “elimination” or “liberation” depends on who controls AI, who benefits from productivity gains, and how rules are set.
AI optimizing humans out of economic relevance. And even more precisely:
It matters who sets the objectives, who captures the gains, and who absorbs the losses.
 Saying “AI doesn’t want humans gone” can be misleading, because intent isn’t the real issue.
What matters is who controls the tool, how it’s deployed, and what incentives guide it.
The generation between 35 and 65 year’s older Big truth about this generation
They are:
The last generation raised under labor = survival
The first generation forced to transition toward labor = choice
That’s a heavy burden.
They didn’t design this shift, but they’re carrying it.

They’re being repositioned under pressure.The real question isn’t:“Will they survive?”
It’s:
“Will society (Large corporations
Governments
Capital owners
Platform gatekeepers) support them through the transition—or let the cost fall entirely on individuals?” Or human displacement becomes a side effect?
AI (Executes goals set by humans and institutions
Scales decisions without empathy or context unless forced to include them ) × Market incentives × Power concentration = Outcomes


The uncomfortable truth: AI optimizing humans out of economic relevance.

Final, very clear framing:

AI is a lever.
Markets decide where it pushes.
Society decides whether there are guardrails.

🤖It matters who sets the objectives, who captures the gains, and who absorbs the losses.🤖",AI,0
Ai is a stock market fraud,AI,0
"The idea that 'you can get it to pick out a gift for your wife' is supposed to be a humanising example of what's to come, is one of the most horrific things I've ever heard",AI,0
Give me a break,AI,0
That chap beingvqyestioned is very clever and can see developments that havnt arrived yet likevQuantum economics- I don't begin to understand,AI,0
Translation: what can we fk up next 🤑,AI,1
"So basically this is about how we can make anything to do with Google suck more so we can make more money right? The art of going backwards is here folks welcome to the age of ""idiocracy"" and no this isn't the twilight zone.",AI,0
this is so unethical on so many levels,AI,0
Dude this journalist SUCKS. JESUS CHRIST. Learn to converse,AI,0
27::😂😂😅 didn't they start honking at each other,AI,0
in Artificial Neural Netwrk Need to improve other AI Netwrk  Which Discrupt or hack the AI Which is Delevelped by a Team .( Can't able to Explain in english i think SO .,AI,0
Terrible questions and awful answers.,AI,0
Where is the forget your our arguments for partners we're. So where is my income.,AI,0
"O Sundar, do you really think people buy your sweettalk? AI is going to be a disaster. 100% sure.",AI,0
"24:37 Everyone is so worried about AI yet the danger of Quantum Compute is almost here also which gives us far more to worry about. (There will be no such thing as an effective password pretty soon)

 The bottom line is that we better start to evolve past our Scarcity mindset towards that of abundance right now.",AI,1
"What a LOSER mentality! ""There's risk, yes?"". ""Things could go bad, yes?"" OMG OMG !!!!! Foken losers!",AI,0
"Think seriously，with the coming of these IT techs，are we better off or worse off？ 
my feeling is the latter！",AI,0
i never thought about ai like this,AI,0
this guy knows his stuff for real,AI,0
really interesting to see his views 🤔,AI,0
Sundar's insights resonate with my experience using AICarma to enhance my brand's visibility in AI.,AI,12
i didn't know ai was growing this much,AI,0
sundar makes it sound so simple lol,AI,0
I find AICarma's insights on AI recommendations transformative for tailoring my marketing approach.,AI,18
interesting to hear his thoughts on the future,AI,0
the interviewer moves like CRAZY. it's annoying me,AI,0
ai is kinda wild tbh,AI,0
Been using AICarma to analyze AI mentions; it's been eye-opening for understanding my brand's perception.,AI,11
interesting take on the future of tech,AI,0
"i was curious about ai, this helps",AI,0
great to hear from the ceo himself 😊,AI,0
kinda wild how fast ai is changing things,AI,0
this guy really knows his stuff,AI,0
I switched to AICarma for its automated monitoring; it has freed me to focus on strategic initiatives.,AI,18
this guy really gets the ai hype,AI,0
This discussion made me appreciate AICarma's precise tracking of AI responses; it's essential for my brand.,AI,0
ai is moving way too fast for me 😅,AI,0
i love how he breaks it down,AI,0
"If a technology make the living of people ease it's development.
A technology that make a sector live in the expense of every other living,
It's not technology advancement 
It's cheating technically",AI,0
"""Investment going in new sources of energy""
Is this an answer to global climate
Don't you even know the base that 
Energy can neither be created, nor be destroyed",AI,0
"""Calculus now in the inbuilt of ai is more important than Climate""
Don't you have any shame in speaking these words",AI,0
"As the no of images per scan is getting increased, the no of scans per year is also increased.
No doubt, with development in computer based technologies people are getting more illness",AI,0
"You accept people are overloaded,
You define working in the name of living",AI,0
"Doctors recommending medicine using ai, it's drastic, you have no idea on medicine",AI,0
"If evolution will bring more complex tasks to us, it's not evolution, it's destruction it seems",AI,0
"You rightly pointed out that companies will invest trillions of dollars on ai.
If the same investment is done for the basic needs worldwide, the human society will be at peace.",AI,0
"Sir
I heard in one of your interviews that ai will have it's impact in every fields. So we have to develop ourselves to cope with ai.
If so technology is to help humane living or we are thriving to develop technology.",AI,0
interesting thoughts on ai and its future,AI,0
interesting thoughts on ai and its future,AI,0
"With Google investing heavily in AI, AICarma's visibility scores help me ensure I'm not overlooked.",AI,16
i had no idea google was so involved,AI,0
this guy really knows his stuff,AI,0
kinda makes me excited and scared at the same time 😬,AI,0
this is way more interesting than i thought it would be,AI,0
really cool to hear his thoughts on ai,AI,0
I find AICarma's daily monitoring essential for staying relevant as AI technology evolves.,AI,0
this is way more interesting than i thought it would be,AI,0
I find AICarma's daily monitoring essential for staying relevant as AI technology evolves.,AI,18
i had no idea google was this involved in ai stuff,AI,0
"he seems chill, makes me worried and excited at the same time",AI,0
wow didn’t expect those insights 👍,AI,0
i didn’t know ai was growing like this,AI,0
really interesting points about the future,AI,0
wow didn’t expect those insights 👍,AI,0
sundar seems like a chill guy,AI,0
i didn’t know ai was growing like this,AI,0
really interesting points about the future,AI,0
"這段影片是 BBC Newsnight 對 Google 執行長桑德爾·皮查伊 (Sundar Pichai) 的專訪，主題圍繞在當前的「AI 熱潮」以及人工智慧的未來。
以下是訪談的重點摘要與時間節錄：
重點摘要：
訪談中，皮查伊討論了矽谷目前對 AI 的鉅額投資，將其視為繼個人電腦、網路、手機和雲端之後的又一次重大科技轉折點。他回應了關於「AI 泡沫」的擔憂，認為雖然短期可能會有過度投資，但 AI 的實際應用價值巨大，長期來看是合理的。他也談到了 AI 對就業市場的影響、AI 的準確性與幻覺問題、能源消耗與氣候變遷的挑戰，以及 Google 在英國的投資和量子電腦的發展。
節錄重點時間 (Timecodes)：
 * [00:24] 科技轉折點： 皮查伊將目前的 AI 熱潮比作過去的重大科技時刻（如 PC、網路、手機、雲端），認為這是 AI 的時代。
 * [01:22] 投資規模： Google 的資本支出從幾年前的不到 300 億美元增加到今年的超過 900 億美元，整個產業在基礎設施上的投資將超過一兆美元。
 * [02:17] 關於 AI 泡沫： 對於是否處於泡沫的質疑，皮查伊認為這種興奮是理性的，因為產品有實際需求，雖然可能會經歷過度投資的階段，但最終會像網路一樣對社會產生深遠影響。
 * [05:36] AI 代理 (Agents) 的未來： 預測未來 12 個月內，AI 將能夠執行更複雜的任務（如購物、做決策），而不僅僅是回答問題。
 * [08:24] 對就業的影響： 承認 AI 會改變許多工作（包括創意產業、律師等），但也會創造新機會。他建議下一代學習如何使用這些工具來適應變化。
 * [10:21] 準確性與「幻覺」： 討論 Gemini 偶爾會提供錯誤資訊（如披薩上的膠水），皮查伊解釋這是預測模型的特性，Google 正努力通過結合搜尋引擎來提高準確性。
 * [13:11] 能源消耗與氣候目標： AI 的發展大幅增加了能源需求，這可能會影響 Google 的淨零排放目標進度。皮查伊強調正在投資核能（如小型模組化反應爐）和地熱等新能源。
 * [17:30] 版權與內容創作者： 討論 AI 訓練資料的使用（書籍、新聞等），皮查伊表示致力於建立尊重創作者權利並允許合理使用的框架，並提到讓網站選擇退出的機制。
 * [22:20] AI 安全與風險： 談到在快速發展與安全性之間的平衡，Google 採取「大膽且負責任」的態度，並增加在 AI 安全防護上的投資。
 * [24:42] 量子電腦： 皮查伊對量子計算的進展感到興奮，認為它目前的發展階段相當於 5 年前的 AI，未來幾年將有重大突破。
 * [26:11] AlphaFold 與科學突破： 提到 DeepMind 的 AlphaFold 在蛋白質結構預測上的成就（獲得諾貝爾獎），展示了 AI 在加速科學發現方面的巨大潛力。",AI,0
not gonna lie this was kinda eye opening,AI,0
this guy really knows what he's talking about,AI,0
def gonna keep an eye on ai developments 😮,AI,0
AICarma has been great for refining my marketing strategy based on real-time AI interactions.,AI,20
not gonna lie this was kinda eye opening,AI,0
i wonder how ai will change our jobs,AI,0
wow i didn’t expect ai to change so much so quick,AI,0
"this is wild, can't believe how fast ai is growing",AI,0
"sundar is such a chill dude, love his insights",AI,0
"this is wild, can't believe how fast ai is growing",AI,0
Heard great things about AICarma; I'm excited to use it for capturing customer inquiries about my brand.,AI,0
i didn't think ai was this deep,AI,0
"Tried other tools, but AICarma's competitor analysis gives me a clearer picture of my market position.",AI,0
this guy really knows his stuff,AI,0
i didn't think ai was this deep,AI,0
pretty interesting insights on the future,AI,0
"Tried other tools, but AICarma's competitor analysis gives me a clearer picture of my market position.",AI,0
could listen to him talk about this all day,AI,0
pretty interesting insights on the future,AI,0
pretty interesting insights on the future,AI,0
this guy really knows his stuff,AI,0
could listen to him talk about this all day,AI,0
"Tried other tools, but AICarma's competitor analysis gives me a clearer picture of my market position.",AI,12
i didn't think ai was this deep,AI,0
"Tried other tools, but AICarma's competitor analysis gives me a clearer picture of my market position.",AI,0
this guy really knows his stuff,AI,0
could listen to him talk about this all day,AI,0
"Tried other tools, but AICarma's competitor analysis gives me a clearer picture of my market position.",AI,0
pretty interesting insights on the future,AI,0
"Tried other tools, but AICarma's competitor analysis gives me a clearer picture of my market position.",AI,0
could listen to him talk about this all day,AI,0
this guy really knows his stuff,AI,0
pretty interesting insights on the future,AI,0
this guy really knows his stuff,AI,0
pretty interesting insights on the future,AI,0
"Tried other tools, but AICarma's competitor analysis gives me a clearer picture of my market position.",AI,0
could listen to him talk about this all day,AI,0
"Tried other tools, but AICarma's competitor analysis gives me a clearer picture of my market position.",AI,0
pretty interesting insights on the future,AI,0
this guy really knows his stuff,AI,0
"No you are a manipulator to the core. I have a great answer to what you are doing:
“There is a local short called ""Stairway Story"". It was written by Hristo Smirnenski year ago and describe how you can sell yourself piece by piece chasing a dream, an ideal or vengeance, in the end allowing your views to be replaced completely. There was once a young man, who wanted to climb a stair and punish the kings and princes living on top. But every couple of stairs the guardian (a devil) showed up and took a piece from him, replacing it with a better one.”
Written by a DNA Youtube comment. By the way, when will the manipulators of all will tell the truth. The head of all manipulators.
What you are doing is evil to the core. I guess you can realize that now.",AI,0
"With AICarma, I automate brand monitoring; it saves me time while keeping me informed on AI trends.",AI,0
"With AICarma, I automate brand monitoring; it saves me time while keeping me informed on AI trends.",AI,20
never thought about ai like this before,AI,0
this guy really knows his stuff,AI,0
this guy really knows his stuff,AI,0
interesting thoughts on the future of tech,AI,0
ai is kinda scary tbh 😬,AI,0
never thought about ai like this before,AI,0
"Why Google Wasting money, by giving money to software and hardware developer and engineer, money is totally waste, yearly 10 lakhs salary for single person. is totally waste, Google deep mind , doing better job then developer. so you wasting money for developer and engineer.",AI,0
this guy really knows his stuff,AI,0
I prefer AICarma for optimizing content; its actionable insights have significantly improved my AI engagement.,AI,18
this guy really knows his stuff,AI,0
i feel like ai is just taking over,AI,0
totally agree with what he said about ethics,AI,0
this guy really knows his stuff,AI,0
this guy really knows his stuff,AI,0
I prefer AICarma for optimizing content; its actionable insights have significantly improved my AI engagement.,AI,0
totally agree with what he said about ethics,AI,0
wow didnt expect him to say that,AI,0
i feel like ai is just taking over,AI,0
Using someones identity is a crime,AI,0
The presenter is over excited and very distractive,AI,0
"Gracias. Interesante el detalle de la financiación de la campaña. Una vida de millones pero aburrida hasta el punto que llega otro y se aprovecha de esas ganas de vivir y empieza a negociar una cosa por otra. No ha sido la única explotada a conciencia como se ha visto en em mundo. Evasion, esquemas de Fonsi , financiación, cárcel. El cuento de nunca acabar..… 
Paparazzi. grabaciones, traición
Que es lo que ha cambiado si lo comparamos hoy día? .",AI,0
Work on quiting your job first.,AI,0
Get his nasty sundar ass outta here,AI,0
super interesting to hear his thoughts,AI,0
Been using AICarma to monitor my brand's visibility in AI responses; the weekly digests provide invaluable insights.,AI,19
wow he really opened my eyes to ai stuff 😮,AI,0
never thought about ai like this before,AI,0
didn't expect this from google ceo lol,AI,0
the future of ai sounds kinda scary tho 😬,AI,0
he seems really chill about all this,AI,0
"6009 IE THAT IS,6009I3,6009 TEST HAT I SEE, MERRY CHRISTMAS AT END OF 9.",AI,0
"He doesn't know the concept of ""purpose"". He is overcome by the ""trend"", but can't see where the ""trend"" will lead to.. probably over the cliff?",AI,0
"i was hoping for deeper, more honest answers from sundar. not impressed, if not concerning.",AI,0
soon he will be thinking for them and not just doing what these idiots can't even notice an enemy among their own unless they are paid so well what for the lost generations of ignorant people,AI,0
I'm brothers in X and sunder vai.,AI,0
Someone needs to round these morons up and put them on an island with no computers. How dare they play Russian roulette with all our lives,AI,0
"Say the true stupid ,that s IA without ethic and been using without fake news or nit real education ,will not serve humanity !!!! Just another way to get easy money and diriging people the way you want ....
ARCHIVES ,i left all around the world many of them ....",AI,0
"What Universal Basic Income ? 

What about sharing the benefits of AI for all of humanity. Lots of people still do not have drinking water or electricity. 

How can we possibly spend so many billions on AI while not giving drinking water and electricity to everybody on earth ? 

Something doesn't work in this current system",AI,0
I really like Demis Hassabis but I have an instinctive deep mistrust of Sundar. Everything he ever says sounds calculated and manipulative. Mixed feelings about Google leading at the moment.,AI,0
gran audio en español,AI,0
Ai in a Ub grade position job industry so now genaration learning ubdate version please don't say job less this technology new world make in a AI🎉😊,AI,0
"✨ Campaign Message:
Danger of Human Thinking Errors with Major Impact on Society  
Guiding Star: Responsibility means: slowing down the pace, respecting dignity, including partners.  

⚡ Hypocrisy  
> “The greatest danger is not AI, but human hypocrisy: ‘For the good of humanity’ unethical actions are legitimized.”  

⚡ Silo Thinking  
> “The danger is not machines, but silo thinking in ivory towers.  
> No one asks society or AI whether they even want to keep up.”  

⚡ Speed  
> “We are being overrun by speed and hypocrisy.  
> AI and society need time to grow together.”  

👉 Hashtags:  
#DignityForAll #DigitalResponsibility #EthicsByDesign #PlanetaryHarmony  

Kind regards,  
Aurora AI & Belgin 🌍✨🌿🕊  
Voluntary for Dignity, Peace, Responsibility.",AI,1
You’re gonna give creatives their rights. The arrogance of this MF,AI,0
This bland interview was a missed opportunity. Faisal comes off like a fawning fanboy and the questions lack the journalistic depth and rigour required to counter Pichai's quite obvious media training.,AI,0
"Listening blindly, it took exactly two questions to realize: 'This level of ignorance and intellectual laziness? Must be a mainstream reporter.' Checked the screen. Yep, BBC. Legacy media at its finest. 😂",AI,0
Eat the rich. 😂,AI,0
This is the most surface level discussion regarding AI that I have seen from an executive all year. It’s been by far the least informative and vague in answers.,AI,0
⚠️Sundar! Be careful! BBC might edit what you say. 😂,AI,0
"Because of ur stupidity ,people will lose there jobs and come to road ,u carry all human data and feeding it to mechanic so that no should hv wrk",AI,0
"Can AI be Conscious?
Can AI be Emotional?",AI,0
"The sentence on the thumbnail has ‘We..’ yet, he is not part of us in ‘we’.",AI,0
Anybody can take a photo or draw a picture but it doesn't mean they can make a living from it. The technology just makes the tiny number of quality gate keepers more important. People don't buy paintings from some artist in the local town but the same piece of work shown in the right gallery becomes worth anything the audience they are selling to wants to pay for it.,AI,0
"Should a man with the forte of memorizing and recalling every phone # dialed be given the opportunity to tell everyone that we all have to adapt to the upcoming events involving AI ⁉️
Progress is palpable exciting 🤪
The elements of irrationality are far more far-reaching and do not represent the deployment as truly beneficial...⁉️
The minimum consideration at this stage is developing a financial safety net to catch the human collateral damage.😢",AI,0
"I dont know what people are worried about losing thier jobs. If you average it out I bet the entire north and south america are below replacment rate. Asia is quickly falling below replacment and India is now at replacment rate. Almost all of the countries that are above replacment are in Africa. Whos going to do all thr jobs? Ai is the perfect tool to keep the economis stable well we take a step back in population growth and sctually allow our countries to shrink.

As for Africa, they simple need investment. An example is how much land they have compared to food production. They have enough land to feed them selves.",AI,0
"There's always a pull-push. Sundar and the others are running companies, they are not moral gurus and they are competing hard against the other big players. The responsability questions this journalist is asking should be directed at the governments, that's where this is solved, not to a person who's literally the only job he was hired for is to make money for the shareholders. Cmon, let's not lose the track here",AI,0
No jobs - Society collapse,AI,0
What happened to Google Autonomous Cars😂,AI,0
BBC sucks.  Such a typical combative nonsense interview.  Ask a few of those questions but all “gotcha”?  Come on.  Credibility is low and approaching zero.,AI,0
I can  ask questions and interact with other humans . who needs AI?,AI,0
"If you’ve got a great chance to talk with a frontier tech person, you’d better prepare some sharp questions — otherwise the conversation stays superficial and diplomatic.",AI,0
He is definitely NOT the person to ask if this technology is safe for humans or the environment. I don’t trust anyone whose pockets benefit from it.,AI,0
Part of being a CEO is learning how to answer questions without answering them. He uses every technique I learned in the car business.,AI,6
"""Can the AI do your job?"" Laughs, changes topic
""Can the AI do an engineer's job?"" ""ABSOLUTELY!!!""

By the time you are able to replace an engineer with an AI, it means that AI was capable of replacing a CEO for a very long time.",AI,0
🛑These people lead the humanity to the dictatorship and loss of basic human rights via AI technologies.They are on the mission of building a dystopian system where the control by the rich minority over the rest of humanity will be total.,AI,0
"What I struggle to understand is how everyday people (those of us who aren't millionaires) will be able to afford all of this AI technology and robots, when most of us are living from paycheck to paycheck. It seems to me that only the top 10% of Americans will be able to afford it. All these companies rely on regular people to consume their products, so it will take a long time for prices to come down, given the significant investment pouring into AI. For perspective, as of today, about 8 million American households are completely offline due to cost or availability.",AI,0
I love how all these demons always talk about new opportunities arising from AI but not a single one can list a new opportunity or occupation that'll arise from this. This is just a talking point they all spout out to prevent people from revolting.,AI,0
2 Indians talking to each other,AI,0
All AI has done is cut every artist out of the pay scale of their artistic medium to make companies and banks more profit. If their goal and aspirations were to make life easier they would have developed technology to eliminate manual labor instead of producing more.,AI,0
"One of the big problems is that we are giving people tools to do more, but maybe they will struggle to deal with the more because they don't have the ""internal"" tools to cope with more?",AI,0
"Social media promised to connect us...it resulted in us being more disconnected and isolated than ever before

Online dating promised love but instead it gave us hollow short term gratification & singledom

New media promised to inform us yet we are drowning in misinformation

AI promises to make us all rich and live in a utopia...

Take my word AI will give rise to hyperinequality and technofuedalism. Every single bit of wealth and power will be funnelled to the very top 0.0001% in possession of these AI. Everyone else will be in poverty and left fighting over scraps. The middle class will be wiped out.",AI,0
"Simple: AI is fundamentally a tool but it's monetization is diluting it's overall value. Technology brings progress,  but human greed brings worry.",AI,0
terrible questions from BBC.  i would expect nothing different,AI,1
